longitude,latitude,housing_median_age,median_house_value,rooms_per_household,population_per_household,rooms_per_person,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN,log_total_rooms,log_total_bedrooms,log_population,log_households,log_median_income,log_bedrooms_per_room,log_bedrooms_per_household
-122.4,37.78,32.0,350000.0,3.3523809523809525,2.980952380952381,1.1246006389776357,False,False,True,False,5.8664680569332965,4.890349128221754,5.749392985908253,4.663439094112067,1.2737413748805597,0.3184537311185346,0.8140997909776078
-117.66,35.62,11.0,85700.0,5.500932835820896,2.544776119402985,2.161656891495601,True,False,False,False,8.682368589375221,7.037905963447182,7.911690520708339,6.9782137426306985,1.6389967146756448,0.1764539435479853,0.7234664528810512
-118.32,33.96,47.0,166500.0,4.912878787878788,2.6666666666666665,1.8423295454545454,False,False,False,False,7.168579897264035,5.680172609017068,6.558197802812269,5.579729825986222,1.4635794238294328,0.20305098222027212,0.7448191911042662
-117.94,33.76,33.0,176200.0,4.353474320241692,3.7250755287009065,1.1686942416869424,False,False,False,False,7.273786317844895,5.823045895483019,7.1180162044653335,5.805134968916488,1.5524865359839617,0.21015182007432778,0.7021697981595829
-122.47,37.73,52.0,500001.0,7.850364963503649,2.781021897810219,2.822834645669291,False,False,False,True,7.674152921281675,5.638354669333745,6.637258031284457,5.616771097666572,2.46222638606478,0.12236984504839331,0.7040365803592137
-120.79,38.83,15.0,118500.0,5.7489539748953975,2.9665271966527196,1.9379407616361073,True,False,False,False,7.226209010100671,5.676753802268282,6.565264970035361,5.480638923341991,1.0014403769158362,0.19209892963224956,0.7964134546146568
-122.28,37.87,52.0,191700.0,5.348082595870206,2.4424778761061945,2.1896135265700485,False,False,True,False,7.503289630675082,5.869296913133774,6.720220155135295,5.8289456176102075,1.5178707189086098,0.1778992168060849,0.7135858482372193
-120.37,37.98,29.0,91400.0,4.56,2.021818181818182,2.2553956834532376,True,False,False,False,7.827639546366422,6.3835066348840055,7.014814351275545,6.311734809152915,0.9563188113272276,0.21159385603493694,0.729742071635559
-118.23,34.1,38.0,143800.0,4.5895196506550215,3.489082969432314,1.3153942428035044,False,False,False,False,6.9584483932976555,5.521460917862246,6.684611727667927,5.438079308923196,1.3115708149239542,0.212622172572677,0.7358887289372164
-117.92,33.94,30.0,198200.0,5.95249406175772,2.980997624703088,1.996812749003984,False,False,False,False,7.826842098158293,5.978885764901122,7.135687347028144,6.045005314036012,1.7546285708898475,0.14602288051855178,0.6605552795584813
-117.11,32.68,36.0,125000.0,2.6091053976845586,2.5217391304347827,0.6567360863249636,False,False,False,True,3.295836866004329,2.70805020110221,4.07753744390572,3.1780538303479458,1.068393602084109,0.3397810912913579,0.6193201818734618
-121.57,39.8,23.0,115200.0,5.197368421052632,2.401315789473684,2.164383561643836,True,False,False,False,6.673297967767654,4.927253685157205,5.902633333401366,5.030437921392435,1.1603970216090598,0.15992062010478797,0.6425461672661558
-122.48,37.72,46.0,112500.0,3.985074626865672,2.1243781094527363,1.8758782201405153,False,False,False,True,7.784889295655098,6.459904454377535,7.156176637480615,6.403574197934815,1.4426983237664293,0.23546845194089572,0.7217555884774218
-118.2,33.82,43.0,198900.0,5.634615384615385,3.0576923076923075,1.8427672955974843,False,False,False,True,7.472500744737558,5.8522024797744745,6.86171134048073,5.746203190540153,1.8342760271643783,0.1801386678713595,0.7477203466930249
-121.37,38.68,29.0,88200.0,6.148936170212766,3.309328968903437,1.858061325420376,True,False,False,False,8.231642179973411,6.472346294500901,7.612336837167746,6.416732282512326,1.5135655746485823,0.15866536018178493,0.7213862494186521
-117.22,32.83,31.0,190200.0,5.436813186813187,2.642857142857143,2.057172557172557,False,False,False,True,8.28374674710613,6.590301048196686,7.562681246721884,6.591673732008658,1.8657067141801378,0.16862706851001152,0.6924601314089069
-122.07,37.39,19.0,289300.0,4.246376811594203,1.872463768115942,2.2678018575851393,False,False,True,False,7.290292882446597,5.8377304471659395,6.472346294500901,5.846438775057725,1.7425692250372833,0.2098127691410608,0.6887898751909896
-121.99,37.3,28.0,342000.0,5.602534562211981,2.4308755760368665,2.304739336492891,False,False,False,False,8.489616423646003,6.804614520062624,7.65491704784832,6.767343125265392,1.8161756208423847,0.16997614671562694,0.7119779794994351
-118.51,34.23,36.0,477200.0,7.858156028368795,2.813238770685579,2.7932773109243696,False,False,False,False,8.109224953089955,6.1070228877422545,7.0825485693553,6.049733455231958,2.113504746955537,0.12643648777800928,0.7222697978062248
-118.3,34.02,27.0,103800.0,4.1477272727272725,3.3484848484848486,1.23868778280543,False,False,False,False,7.692113339595466,6.440946540632921,7.478169694159785,6.270988431858299,0.8085273316000183,0.2514158944673865,0.7818931633617834
-117.99,33.77,29.0,202400.0,5.145098039215687,3.615686274509804,1.4229934924078091,False,False,False,False,7.180069874302796,5.5909869805108565,6.827629234502852,5.545177444479562,1.4327484654917748,0.18523904475160774,0.7164040427242127
-122.49,37.75,43.0,319100.0,5.407407407407407,2.5899470899470898,2.0878447395301327,False,False,False,True,7.623153068476902,5.976350909297934,6.887552571664617,5.937536205082426,1.5934101513569032,0.17585910230161117,0.7127941779437419
-117.5,34.0,15.0,128500.0,6.1044303797468356,3.9145569620253164,1.5594179466451092,True,False,False,False,7.5652752818989315,5.762051382780177,7.121252453244542,5.75890177387728,1.687564940210198,0.1521491223926594,0.6947282085572641
-117.24,34.04,4.0,165100.0,6.083687943262412,2.8099290780141843,2.165068147400303,True,False,False,False,8.364042011922063,6.52649485957079,7.591861714889934,6.559615237493242,1.8463423469983467,0.14756742157779212,0.6767006175025629
-117.88,33.89,16.0,173300.0,5.183783783783784,1.9081081081081082,2.71671388101983,False,False,False,False,6.866933284461882,5.176149732573829,5.869296913133774,5.225746673713202,1.7047480922384253,0.16849685503206482,0.6685221332545561
-117.38,34.08,11.0,112600.0,5.486486486486487,2.9874517374517375,1.8365105008077545,True,False,False,False,8.645586406184636,7.038783541388542,8.037866234709618,6.9440872082295275,1.5448993912965292,0.18264404759843236,0.7416615207033561
-118.02,33.73,24.0,336900.0,6.048249763481552,2.595080416272469,2.3306598614655485,False,False,False,False,8.763115329619787,7.040536390215956,7.917171988845776,6.964135612418245,1.8145641218813184,0.16422246748525954,0.732113149093329
-121.3,38.04,8.0,117600.0,6.009009009009009,3.858108108108108,1.5575014594279042,True,False,False,False,7.889459149404524,6.104793232414985,7.446585099157725,6.09807428216624,1.6125530553342458,0.15490002418603918,0.6965198650385845
-118.32,33.91,35.0,181300.0,4.372093023255814,2.9767441860465116,1.46875,False,False,False,False,6.846943139585379,5.288267030694535,6.46302945692067,5.375278407684165,1.6486586255873816,0.19026861848648646,0.6503853212218637
-121.07,37.71,39.0,212500.0,6.027027027027027,2.4864864864864864,2.4239130434782608,True,False,False,False,5.4116460518550396,3.6375861597263857,4.532599493153256,3.6375861597263857,1.4759065198095778,0.15350985955540897,0.6931471805599453
-121.07,38.66,22.0,173400.0,6.806691449814126,3.0223048327137545,2.252152521525215,True,False,False,False,7.513163545234075,5.616771097666572,6.70196036600254,5.598421958998375,1.7297776768721738,0.13945320144197107,0.7023979403320963
-120.27,37.11,18.0,75900.0,5.3655462184873945,2.831932773109244,1.8946587537091988,True,False,False,False,7.15305163493748,5.459585514144159,6.51471269087253,5.476463551931511,1.3000281609624822,0.16825810624020027,0.6847083119140807
-118.32,33.89,44.0,220600.0,5.220883534136546,2.791164658634538,1.870503597122302,False,False,False,False,7.170888478512505,5.53338948872752,6.54534966033442,5.521460917862246,1.8191962805381743,0.17718015729353595,0.6991532046201572
-118.33,34.04,52.0,420000.0,6.841397849462366,2.6989247311827955,2.5348605577689245,False,False,False,False,7.842278779117352,5.996452088619021,6.912742820493176,5.921578419643816,1.534132300318935,0.14631766803795246,0.7313851943142754
-118.58,34.21,24.0,217700.0,4.173775671406003,2.6050552922590837,1.6021831412977563,False,False,False,False,7.879669914604289,6.546785410760524,7.408530566894626,6.452048954437226,1.3909584672467674,0.23383561913950976,0.7417116365690691
-117.98,33.69,16.0,247200.0,5.774881516587678,2.3364928909952605,2.471602434077079,False,False,False,False,7.798933310041217,6.0844994130751715,6.894670039433482,6.0473721790462776,1.9038522720992601,0.16528489960624457,0.7119270752115416
-117.65,34.07,35.0,113200.0,4.231810490693739,2.0,2.1159052453468696,True,False,False,False,7.824845691026856,6.480044561926653,7.075808863978387,6.3835066348840055,0.8946175561926608,0.2313465201001507,0.7426622450873259
-118.01,34.09,32.0,181700.0,3.992574257425743,3.1757425742574257,1.2572096648480124,True,False,False,False,7.3864708488298945,5.8916442118257715,7.157735484249907,6.003887067106539,1.433750302276186,0.20196614186821804,0.6384609558653858
-121.2,38.68,9.0,143800.0,5.9620596205962055,2.5420054200542004,2.345415778251599,True,False,False,False,7.696667081526462,6.0473721790462776,6.844815479208263,5.91350300563827,1.5017636109260046,0.17548002497723791,0.7625013237271266
-120.39,34.52,40.0,239300.0,6.5120481927710845,3.0421686746987953,2.1405940594059407,False,False,False,True,7.679251425953058,5.981414211254481,6.918695219020472,5.808142489980444,1.2716407985504716,0.16780097709203304,0.7837915086170307
-122.44,37.76,52.0,370000.0,4.576744186046511,1.8232558139534885,2.510204081632653,False,False,True,False,7.585281078639126,6.159095388491933,6.665683717782408,6.066108090103747,1.4748087746506295,0.2149802406750488,0.7408293113750156
-121.08,39.02,13.0,209600.0,6.811111111111111,2.785185185185185,2.445478723404255,True,False,False,False,7.517520850603031,5.62040086571715,6.6240652277998935,5.602118820879701,1.649254601804424,0.13935994182586184,0.7023638356648694
-122.16,37.74,43.0,109400.0,5.2,2.8,1.8571428571428572,False,False,True,False,7.336285660021297,5.707110264748875,6.717804695023691,5.69035945432406,1.617743326797187,0.17862067088920863,0.7015860492058099
-119.7,34.36,35.0,336400.0,4.759643916913946,2.6824925816023737,1.7743362831858407,False,False,False,True,7.380879035564116,5.814130531825066,6.807934943699926,5.823045895483019,1.747650829601992,0.18915600402425176,0.6886862066193201
-119.73,36.52,20.0,94200.0,6.024221453287197,5.072664359861592,1.1875852660300137,True,False,False,False,7.462789157412448,5.805134968916488,7.2909747781429814,5.66988092298052,1.27873698969609,0.17405466361118463,0.7632927899267051
-122.21,37.78,43.0,126800.0,4.181818181818182,3.0147420147420148,1.3871230643846781,False,False,True,False,7.440146680662688,6.133398042996649,7.113142108707088,6.0112671744041615,1.000190606490346,0.23922968906583414,0.7562257913379469
-118.25,34.01,31.0,100800.0,3.4509283819628647,5.177718832891247,0.6664959016393442,False,False,False,False,7.171656822768514,6.0014148779611505,7.577121930876679,5.934894195619588,1.1463225048241859,0.2698452288767557,0.7270487322356266
-122.39,41.41,23.0,80100.0,5.384615384615385,2.1893491124260356,2.4594594594594597,True,False,False,False,6.814542897259958,5.298317366548036,5.916202062607435,5.135798437050262,1.0097082125621029,0.19776938783947132,0.7781842232458575
-119.59,36.64,27.0,113800.0,4.115,3.99,1.031328320802005,True,False,False,False,6.714170529909472,5.147494476813453,6.683360945766275,5.303304908059076,1.399235265252691,0.18878100597950423,0.6193201818734618
-119.8,36.78,50.0,73000.0,5.378698224852071,2.1804733727810652,2.4667571234735415,True,False,False,False,7.506042178518122,5.926926025970411,6.6039438246004725,5.82600010738045,1.1821565510450398,0.18707737333048202,0.7450320159289571
-118.15,34.11,52.0,364800.0,5.705882352941177,2.3006535947712417,2.4801136363636362,False,False,False,False,7.465655310134056,5.802118375377063,6.558197802812269,5.726847747587197,1.5664260218408095,0.17311550788623173,0.7316134613877413
-117.08,34.96,28.0,79800.0,6.861003861003861,2.7837837837837838,2.464632454923717,True,False,False,False,7.48324441607385,5.730099782973574,6.582025138892826,5.560681631015528,1.5334851628012043,0.15936257471860618,0.7817660165036452
-117.91,33.83,47.0,160600.0,4.623853211009174,3.4403669724770642,1.344,False,False,False,False,6.22455842927536,4.736198448394496,5.929589143389895,4.700480365792417,1.539165651448747,0.2022927558340192,0.7113294996431357
-122.43,37.43,17.0,354300.0,6.032679738562091,2.748617395676219,2.1948051948051948,False,False,False,True,9.392661928770137,7.718685495198466,8.60666819784384,7.595889917718538,1.7648164096136136,0.17179323300510868,0.7564594599742722
-117.18,34.48,8.0,86900.0,5.403641881638847,3.2716236722306524,1.651669758812616,True,False,False,False,8.178077463849608,6.539585955617669,7.676473646389156,6.492239835020471,1.3291418296155821,0.17734805618406083,0.7171363369299679
-118.47,34.3,16.0,192200.0,4.400352733686067,4.081128747795415,1.078219533275713,False,False,False,False,7.822444729489319,6.313548046277095,7.747164966520335,6.342121418721152,1.5419296526513395,0.19954052526948807,0.6789373499872924
-117.79,33.68,9.0,265900.0,5.498316498316498,3.1245791245791246,1.759698275862069,False,False,False,False,7.3987862754199485,5.69035945432406,6.834108738813838,5.697093486505405,1.9148321934844519,0.16606438220002584,0.689774496081306
-122.42,37.77,52.0,450000.0,3.737864077669903,1.683495145631068,2.220299884659746,False,False,True,False,7.563200592358071,6.343880434126331,6.7661917146603505,6.246106765481563,1.3555773884578302,0.2585608368016733,0.7433233463372545
-119.0,35.37,41.0,55500.0,3.7875,2.7,1.4027777777777777,True,False,False,False,5.717027701406222,4.3694478524670215,5.37989735354046,4.394449154672439,1.1697539609392529,0.22906656961733182,0.6805683983530851
-121.35,38.65,20.0,107900.0,4.936758893280633,2.341897233201581,2.1080168776371306,True,False,False,False,7.823645930834952,6.304448802421981,7.078341579557671,6.2285110035911835,1.4408535666092386,0.19768202829605347,0.7319117240101897
-121.97,37.54,28.0,203200.0,4.950749464668094,2.8779443254817987,1.7202380952380953,False,False,False,False,7.746300662231439,6.208590026096629,7.20414929203594,6.148468295917647,1.7428317956046313,0.19435953535343367,0.7237241541292283
-116.9,33.93,34.0,71800.0,4.919629057187017,2.812982998454405,1.748901098901099,True,False,False,False,8.065893546964274,6.6052979209482015,7.507141079727608,6.473890696352274,1.173132080774258,0.20852257501023883,0.7611091241205383
-117.68,33.49,16.0,106300.0,4.469565217391304,3.705797101449275,1.2061008994915916,False,False,False,False,8.034306936339489,6.586171654854675,7.846980982138788,6.53813982376767,1.344351947497839,0.2108766612280358,0.7174862488652131
-121.79,38.54,7.0,310000.0,3.5257936507936507,5.4229513712544435,0.6567360863249636,True,False,False,False,7.48324441607385,6.2422232654551655,8.40737832540903,6.22455842927536,0.9023135039432956,0.25362526839363403,0.7020361279771913
-122.5,37.75,43.0,283200.0,5.226872246696035,2.746696035242291,1.9029671210906174,False,False,False,True,7.772331575169614,6.1779441140506,7.129297548929373,6.12029741895095,1.6289463788221432,0.18456654160101815,0.722449331247339
-122.32,37.56,49.0,500001.0,7.0,2.3993055555555554,2.917510853835022,False,False,False,True,7.6093665379542115,5.703782474656201,6.539585955617669,5.666426688112432,1.8793123662359166,0.1382943373290752,0.7120643396921505
-122.48,37.71,29.0,417600.0,6.894736842105263,2.9934210526315788,2.303296703296703,False,False,False,True,6.955592608396297,5.017279836814924,6.1224928095143865,5.030437921392435,1.9640026314134733,0.13376991379440717,0.6865464965285931
-122.34,40.57,24.0,82800.0,5.244299674267101,2.436482084690554,2.1524064171122994,True,False,False,False,7.384610383176974,5.730099782973574,6.618738983517219,5.730099782973574,1.2972172155351653,0.1745272850671358,0.6931471805599453
-120.62,37.37,8.0,102100.0,5.995402298850575,3.5172413793103448,1.7045751633986927,True,False,False,False,7.866722285136729,6.061456918928017,7.333676395657684,6.077642243349034,1.6030173446311777,0.15195721546897697,0.6850686599947439
-118.24,33.96,44.0,109900.0,3.448453608247423,4.548969072164948,0.7580736543909349,False,False,False,False,7.199678345691172,5.905361848054571,7.476472381163905,5.963579343618446,1.0216592474999815,0.2418024667010873,0.6643870283846827
-121.13,37.47,37.0,92700.0,4.503386004514673,3.5191873589164784,1.2796664528543937,True,False,False,False,7.59890045687141,6.1070228877422545,7.352441100243583,6.095824562432225,1.1579183945655174,0.20258274193377662,0.6987746574256737
-121.42,36.86,41.0,225000.0,4.680851063829787,4.138297872340425,1.1311053984575836,True,False,False,False,6.089044875446846,4.672828834461906,5.966146739123692,4.553876891600541,1.3034017630303247,0.21584424883259817,0.7550225842780328
-122.03,37.99,35.0,169300.0,5.482332155477032,2.851590106007067,1.922552664188352,False,False,True,False,8.04044688130311,6.2878585601617845,7.387090235656757,6.340359303727752,1.7753251627646303,0.15961429618240616,0.6671949410503195
-118.7,34.28,27.0,238300.0,6.096551724137931,3.1672413793103447,1.9248775176918889,False,False,False,False,8.17103418920548,6.472346294500901,7.516433302915632,6.364750756851911,1.7040933324754823,0.16779345623104483,0.7484840129556917
-118.51,34.29,29.0,319300.0,6.882352941176471,2.807486631016043,2.4514285714285715,False,False,False,False,7.160845906664299,5.272999558563747,6.26530121273771,5.236441962829949,2.003788145203643,0.14040360667167215,0.7116907582721143
-117.07,32.75,9.0,119100.0,5.370542635658914,2.6155038759689924,2.0533491404860698,False,False,False,True,8.150467911624004,6.620073206530356,7.431299675155903,6.470799503782602,1.4592194911344472,0.19575099229669077,0.7706822745246967
-122.55,38.42,24.0,211700.0,6.082191780821918,2.4493150684931506,2.4832214765100673,False,False,False,False,7.7057128238944275,6.021023349349527,6.796823718274855,5.902633333401366,1.6656480990709206,0.1698568061739676,0.7542551666007272
-117.88,33.83,22.0,241200.0,6.721374045801527,3.2557251908396947,2.0644783118405625,False,False,False,False,8.167068178341237,6.298949246855942,7.442492722794441,6.263398262591624,2.01069417576821,0.1433847329257595,0.7111145669807113
-118.35,34.09,35.0,236100.0,3.3746223564954683,2.015105740181269,1.6746626686656672,False,False,False,False,7.711996507047669,6.536691597591305,7.19668657083435,6.4967749901858625,1.2653688931910103,0.2688167854820999,0.7133347820231907
-122.03,37.03,21.0,322000.0,6.605113636363637,2.8607954545454546,2.3088381330685204,False,False,False,True,8.444837529224097,6.598509028614515,7.608374474380783,6.558197802812269,1.8905937351703197,0.14637861997955526,0.7135345299209825
-122.09,37.71,35.0,266400.0,7.256130790190736,2.9591280653950953,2.4521178637200736,False,False,True,False,7.88758403166028,5.961005339623274,6.99117688712121,5.908082938168931,1.816419560964426,0.13568828378752507,0.7200305199533857
-118.46,34.05,25.0,337500.0,4.008849557522124,1.6902654867256637,2.3717277486910993,False,False,False,False,8.3133619511344,7.049254841255837,7.450079569807499,6.925595197110468,1.5627864595902874,0.24866737192485916,0.7569479665109768
-120.67,40.5,15.0,85900.0,5.923503325942351,2.7749445676274944,2.1346384338793447,True,False,False,False,8.583729715216482,6.990435318787803,7.825644732219989,6.805722553416985,1.5252298751406685,0.18490636820039175,0.7898644600535337
-120.02,38.92,24.0,101900.0,7.9072847682119205,2.7417218543046356,2.8840579710144927,True,False,False,False,7.085901464365611,5.5093883366279774,6.028278520230698,5.0238805208462765,1.4444689251709626,0.1873340986174989,0.9666564438722661
-117.06,32.72,31.0,116900.0,5.348697394789579,3.258517034068136,1.6414514145141452,False,False,False,True,7.8898337513942955,6.244166900663736,7.394493107219038,6.214608098422191,1.4332495093435929,0.1761202778775687,0.7080654084971647
-118.17,33.77,45.0,218800.0,3.715025906735751,1.8082901554404145,2.054441260744986,False,False,False,True,7.674152921281675,6.467698726104354,6.954638864880987,6.363028103540465,1.4146145324971775,0.26154141054917707,0.7469416621585454
-122.37,37.95,32.0,76400.0,4.843283582089552,2.671641791044776,1.812849162011173,False,False,True,False,7.1693500166706,5.8971538676367405,6.57507584059962,5.594711379601839,0.6829453180753486,0.24659521234925957,0.8563188820303566
-120.77,37.01,28.0,156300.0,6.325842696629214,3.958801498127341,1.597918637653737,True,False,False,False,7.432483807917119,5.937536205082426,6.964135612418245,5.5909869805108565,1.4170660197866443,0.2019616428739682,0.8820016583955229
-117.88,34.06,23.0,491200.0,6.38872970391595,2.9426934097421205,2.1710483609217786,False,False,False,False,8.808369153122275,7.025538314638521,8.033334015880062,6.954638864880987,1.9351958121381094,0.15532462687833626,0.729258959007755
-122.02,37.94,23.0,213100.0,5.643659711075442,2.351524879614767,2.4,False,False,True,False,8.165363632473982,6.495265555937008,7.290292882446597,6.436150368369428,1.659541499400346,0.17226930569210772,0.7231889654624534
-115.41,32.99,29.0,107800.0,5.881443298969073,3.5257731958762886,1.6681286549707601,True,False,False,False,7.040536390215956,5.3981627015177525,6.529418838262226,5.272999558563747,1.4824678045685482,0.17631465278939043,0.7580078147619862
-116.51,33.84,16.0,100000.0,5.297297297297297,2.454054054054054,2.158590308370044,True,False,False,False,6.8885724595653635,5.267858159063328,6.12029741895095,5.225746673713202,1.623912646188412,0.17976727698885786,0.7145383705412629
-122.19,39.92,20.0,54200.0,4.194762684124386,2.230769230769231,1.880410858400587,True,False,False,False,7.849323818040561,6.490723534502507,7.218176838403408,6.416732282512326,0.7045815581856084,0.2285134229671277,0.7308875085427923
-117.92,34.05,36.0,161900.0,5.002232142857143,3.890625,1.2857142857142858,False,False,False,False,7.715123603632105,6.040254711277414,7.463936604468925,6.1070228877422545,1.7331941838553477,0.17140392797481777,0.6602457443655566
-121.47,38.5,17.0,137500.0,4.5443645083932855,1.5514657278806583,3.056451612903226,True,False,False,False,7.547501682814967,6.052089168924417,6.431331081933479,6.035481432524756,1.000190606490346,0.20191721973900495,0.7015054381741466
-121.93,37.72,26.0,213800.0,6.31981981981982,3.2725225225225225,1.9311768754301446,False,False,False,False,7.939871576361883,6.131226489483141,7.282073658093465,6.09807428216624,1.776764267720564,0.1514997810481252,0.7098979909847607
-121.84,36.61,21.0,112800.0,3.617610062893082,3.128301886792453,1.1564133494169682,False,False,False,False,7.964503363551548,6.688354713946762,7.81923445385907,6.679599185844383,1.1633695358833882,0.24596868632332908,0.6975400335606805
-121.86,37.37,15.0,210300.0,3.912751677852349,4.215244487056568,0.9282383714318208,False,False,False,False,9.007367027451355,7.661527081358517,9.081824949740755,7.643482907077201,1.4657061005440524,0.2312945103691105,0.7022142911157093
-118.43,33.96,38.0,422000.0,6.773006134969325,2.5460122699386503,2.6602409638554216,False,False,False,False,7.007600613951853,5.37989735354046,6.030685260261263,5.099866427824199,1.9738726709842729,0.17869178874337593,0.843786004275664
-122.03,37.99,37.0,166600.0,5.014285714285714,2.52,1.989795918367347,False,False,True,False,7.470793774195062,5.793013608384144,6.78332520060396,5.860786223465865,1.7209792871670078,0.17086011327494802,0.6597381184288157
-118.03,34.15,43.0,486800.0,6.344569288389513,2.5243445692883895,2.513353115727003,True,False,False,False,7.43543801981455,5.648974238161206,6.51471269087253,5.5909869805108565,1.644747139536335,0.1544879479586172,0.722669619826267
-119.67,36.65,20.0,92300.0,5.582222222222223,3.2533333333333334,1.715846994535519,True,False,False,False,7.829232537543592,6.1092475827643655,7.289610521451167,6.111467339502679,1.5935320827503237,0.16444780051350197,0.6920354517072548
-122.82,38.38,27.0,259900.0,5.492505353319058,2.627408993576017,2.0904645476772616,False,False,False,False,7.850103545175582,6.173786103901937,7.113142108707088,6.148468295917647,1.7071452168381467,0.17121396137670652,0.705913311382981
-117.99,33.74,26.0,240000.0,5.500676589986468,2.6522327469553453,2.0739795918367347,False,False,False,False,8.310414994188292,6.60934924316738,7.581209826196346,6.606650186198215,1.7058384067204155,0.16745139431450326,0.6944994458099589
-118.36,33.79,34.0,500001.0,7.733532934131737,3.1002994011976046,2.4944471269917914,False,False,False,True,8.550047528287184,6.558197802812269,7.6362696033793735,6.505784060128229,2.2365414397131698,0.12775593916635633,0.7197366347491848
-117.93,33.67,27.0,336500.0,7.301455301455301,2.891891891891892,2.524802300503235,False,False,False,False,8.164225652265827,6.159095388491933,7.238496840894365,6.1779441140506,2.2082854024734146,0.12610066394948158,0.6837476335484409
-121.1,37.8,35.0,149000.0,5.45,2.8176470588235296,1.9342379958246347,True,False,False,False,7.5251007461258,5.805134968916488,6.8658910748834385,5.831882477283517,1.4719673428580404,0.16435211057943588,0.6798235193614747
